last_day_of_the_week,average_temperature,week,year,State,City
2009-01-04,48.25,1,2009,GA,Atlanta
2009-01-11,52.642857142857146,2,2009,GA,Atlanta
2009-01-18,35.642857142857146,3,2009,GA,Atlanta
2009-01-25,39.785714285714285,4,2009,GA,Atlanta
2009-02-01,45.42857142857143,5,2009,GA,Atlanta
2009-02-08,41.5,6,2009,GA,Atlanta
2009-02-15,55.714285714285715,7,2009,GA,Atlanta
2009-02-22,43.57142857142857,8,2009,GA,Atlanta
2009-03-01,49.5,9,2009,GA,Atlanta
2009-03-08,48.92857142857143,10,2009,GA,Atlanta
2009-03-15,58.07142857142857,11,2009,GA,Atlanta
2009-03-22,56.142857142857146,12,2009,GA,Atlanta
2009-03-29,58.92857142857143,13,2009,GA,Atlanta
2009-04-05,57.57142857142857,14,2009,GA,Atlanta
2009-04-12,54.5,15,2009,GA,Atlanta
2009-04-19,57.785714285714285,16,2009,GA,Atlanta
2009-04-26,66.0,17,2009,GA,Atlanta
2009-05-03,70.0,18,2009,GA,Atlanta
2009-05-10,72.28571428571429,19,2009,GA,Atlanta
2009-05-17,67.85714285714286,20,2009,GA,Atlanta
2009-05-24,67.0,21,2009,GA,Atlanta
2009-05-31,73.57142857142857,22,2009,GA,Atlanta
2009-06-07,75.5,23,2009,GA,Atlanta
2009-06-14,77.64285714285714,24,2009,GA,Atlanta
2009-06-21,81.71428571428571,25,2009,GA,Atlanta
2009-06-28,84.14285714285714,26,2009,GA,Atlanta
2009-07-05,79.57142857142857,27,2009,GA,Atlanta
2009-07-12,77.92857142857143,28,2009,GA,Atlanta
2009-07-19,77.85714285714286,29,2009,GA,Atlanta
2009-07-26,77.28571428571429,30,2009,GA,Atlanta
2009-08-02,78.92857142857143,31,2009,GA,Atlanta
2009-08-09,81.71428571428571,32,2009,GA,Atlanta
2009-08-16,81.42857142857143,33,2009,GA,Atlanta
2009-08-23,77.85714285714286,34,2009,GA,Atlanta
2009-08-30,75.42857142857143,35,2009,GA,Atlanta
2009-09-06,73.35714285714286,36,2009,GA,Atlanta
2009-09-13,74.28571428571429,37,2009,GA,Atlanta
2009-09-20,74.0,38,2009,GA,Atlanta
2009-09-27,75.71428571428571,39,2009,GA,Atlanta
2009-10-04,65.28571428571429,40,2009,GA,Atlanta
2009-10-11,68.0,41,2009,GA,Atlanta
2009-10-18,55.714285714285715,42,2009,GA,Atlanta
2009-10-25,57.5,43,2009,GA,Atlanta
2009-11-01,59.285714285714285,44,2009,GA,Atlanta
2009-11-08,55.785714285714285,45,2009,GA,Atlanta
2009-11-15,58.142857142857146,46,2009,GA,Atlanta
2009-11-22,52.214285714285715,47,2009,GA,Atlanta
2009-11-29,50.357142857142854,48,2009,GA,Atlanta
2009-12-06,43.714285714285715,49,2009,GA,Atlanta
2009-12-13,41.857142857142854,50,2009,GA,Atlanta
2009-12-20,43.857142857142854,51,2009,GA,Atlanta
2009-12-27,42.785714285714285,52,2009,GA,Atlanta
2010-01-03,35.285714285714285,53,2009,GA,Atlanta
2010-01-10,26.0,1,2010,GA,Atlanta
2010-01-17,39.92857142857143,2,2010,GA,Atlanta
2010-01-24,50.142857142857146,3,2010,GA,Atlanta
2010-01-31,41.285714285714285,4,2010,GA,Atlanta
2010-02-07,41.42857142857143,5,2010,GA,Atlanta
2010-02-14,35.142857142857146,6,2010,GA,Atlanta
2010-02-21,40.57142857142857,7,2010,GA,Atlanta
2010-02-28,41.5,8,2010,GA,Atlanta
2010-03-07,42.07142857142857,9,2010,GA,Atlanta
2010-03-14,53.142857142857146,10,2010,GA,Atlanta
2010-03-21,52.357142857142854,11,2010,GA,Atlanta
2010-03-28,52.642857142857146,12,2010,GA,Atlanta
2010-04-04,63.214285714285715,13,2010,GA,Atlanta
2010-04-11,64.5,14,2010,GA,Atlanta
2010-04-18,67.57142857142857,15,2010,GA,Atlanta
2010-04-25,65.14285714285714,16,2010,GA,Atlanta
2010-05-02,65.21428571428571,17,2010,GA,Atlanta
2010-05-09,71.21428571428571,18,2010,GA,Atlanta
2010-05-16,72.64285714285714,19,2010,GA,Atlanta
2010-05-23,72.78571428571429,20,2010,GA,Atlanta
2010-05-30,75.5,21,2010,GA,Atlanta
2010-06-06,77.78571428571429,22,2010,GA,Atlanta
2010-06-13,80.14285714285714,23,2010,GA,Atlanta
2010-06-20,82.92857142857143,24,2010,GA,Atlanta
2010-06-27,83.57142857142857,25,2010,GA,Atlanta
2010-07-04,79.42857142857143,26,2010,GA,Atlanta
2010-07-11,82.21428571428571,27,2010,GA,Atlanta
2010-07-18,81.0,28,2010,GA,Atlanta
2010-07-25,84.78571428571429,29,2010,GA,Atlanta
2010-08-01,84.5,30,2010,GA,Atlanta
2010-08-08,83.14285714285714,31,2010,GA,Atlanta
2010-08-15,84.57142857142857,32,2010,GA,Atlanta
2010-08-22,83.64285714285714,33,2010,GA,Atlanta
2010-08-29,80.57142857142857,34,2010,GA,Atlanta
2010-09-05,77.92857142857143,35,2010,GA,Atlanta
2010-09-12,80.85714285714286,36,2010,GA,Atlanta
2010-09-19,79.21428571428571,37,2010,GA,Atlanta
2010-09-26,79.71428571428571,38,2010,GA,Atlanta
2010-10-03,66.57142857142857,39,2010,GA,Atlanta
2010-10-10,64.07142857142857,40,2010,GA,Atlanta
2010-10-17,66.5,41,2010,GA,Atlanta
2010-10-24,65.21428571428571,42,2010,GA,Atlanta
2010-10-31,65.42857142857143,43,2010,GA,Atlanta
2010-11-07,50.142857142857146,44,2010,GA,Atlanta
2010-11-14,57.857142857142854,45,2010,GA,Atlanta
2010-11-21,55.785714285714285,46,2010,GA,Atlanta
2010-11-28,55.42857142857143,47,2010,GA,Atlanta
2010-12-05,44.857142857142854,48,2010,GA,Atlanta
2010-12-12,35.357142857142854,49,2010,GA,Atlanta
2010-12-19,34.57142857142857,50,2010,GA,Atlanta
2010-12-26,39.92857142857143,51,2010,GA,Atlanta
2011-01-02,44.357142857142854,52,2010,GA,Atlanta
2011-01-09,39.857142857142854,1,2011,GA,Atlanta
2011-01-16,32.07142857142857,2,2011,GA,Atlanta
2011-01-23,38.714285714285715,3,2011,GA,Atlanta
2011-01-30,45.42857142857143,4,2011,GA,Atlanta
2011-02-06,41.92857142857143,5,2011,GA,Atlanta
2011-02-13,40.357142857142854,6,2011,GA,Atlanta
2011-02-20,56.714285714285715,7,2011,GA,Atlanta
2011-02-27,58.92857142857143,8,2011,GA,Atlanta
2011-03-06,55.07142857142857,9,2011,GA,Atlanta
2011-03-13,51.642857142857146,10,2011,GA,Atlanta
2011-03-20,60.57142857142857,11,2011,GA,Atlanta
2011-03-27,60.642857142857146,12,2011,GA,Atlanta
2011-04-03,52.285714285714285,13,2011,GA,Atlanta
2011-04-10,65.21428571428571,14,2011,GA,Atlanta
2011-04-17,62.92857142857143,15,2011,GA,Atlanta
2011-04-24,68.64285714285714,16,2011,GA,Atlanta
2011-05-01,69.07142857142857,17,2011,GA,Atlanta
2011-05-08,63.5,18,2011,GA,Atlanta
2011-05-15,73.64285714285714,19,2011,GA,Atlanta
2011-05-22,66.64285714285714,20,2011,GA,Atlanta
2011-05-29,76.85714285714286,21,2011,GA,Atlanta
2011-06-05,83.21428571428571,22,2011,GA,Atlanta
2011-06-12,81.92857142857143,23,2011,GA,Atlanta
2011-06-19,79.78571428571429,24,2011,GA,Atlanta
2011-06-26,80.78571428571429,25,2011,GA,Atlanta
2011-07-03,81.57142857142857,26,2011,GA,Atlanta
2011-07-10,82.0,27,2011,GA,Atlanta
2011-07-17,81.07142857142857,28,2011,GA,Atlanta
2011-07-24,82.64285714285714,29,2011,GA,Atlanta
2011-07-31,83.64285714285714,30,2011,GA,Atlanta
2011-08-07,83.71428571428571,31,2011,GA,Atlanta
2011-08-14,83.85714285714286,32,2011,GA,Atlanta
2011-08-21,81.57142857142857,33,2011,GA,Atlanta
2011-08-28,83.42857142857143,34,2011,GA,Atlanta
2011-09-04,82.14285714285714,35,2011,GA,Atlanta
2011-09-11,69.14285714285714,36,2011,GA,Atlanta
2011-09-18,71.92857142857143,37,2011,GA,Atlanta
2011-09-25,73.35714285714286,38,2011,GA,Atlanta
2011-10-02,68.85714285714286,39,2011,GA,Atlanta
2011-10-09,66.5,40,2011,GA,Atlanta
2011-10-16,65.92857142857143,41,2011,GA,Atlanta
2011-10-23,58.785714285714285,42,2011,GA,Atlanta
2011-10-30,60.214285714285715,43,2011,GA,Atlanta
2011-11-06,54.357142857142854,44,2011,GA,Atlanta
2011-11-13,55.07142857142857,45,2011,GA,Atlanta
2011-11-20,57.92857142857143,46,2011,GA,Atlanta
2011-11-27,60.42857142857143,47,2011,GA,Atlanta
2011-12-04,46.714285714285715,48,2011,GA,Atlanta
2011-12-11,49.357142857142854,49,2011,GA,Atlanta
2011-12-18,52.785714285714285,50,2011,GA,Atlanta
2011-12-25,52.357142857142854,51,2011,GA,Atlanta
2012-01-01,48.57142857142857,52,2011,GA,Atlanta
2012-01-08,45.57142857142857,1,2012,GA,Atlanta
2012-01-15,47.785714285714285,2,2012,GA,Atlanta
2012-01-22,49.857142857142854,3,2012,GA,Atlanta
2012-01-29,52.42857142857143,4,2012,GA,Atlanta
2012-02-05,55.785714285714285,5,2012,GA,Atlanta
2012-02-12,43.285714285714285,6,2012,GA,Atlanta
2012-02-19,49.142857142857146,7,2012,GA,Atlanta
2012-02-26,53.285714285714285,8,2012,GA,Atlanta
2012-03-04,59.92857142857143,9,2012,GA,Atlanta
2012-03-11,54.857142857142854,10,2012,GA,Atlanta
2012-03-18,69.21428571428571,11,2012,GA,Atlanta
2012-03-25,67.92857142857143,12,2012,GA,Atlanta
2012-04-01,69.0,13,2012,GA,Atlanta
2012-04-08,67.78571428571429,14,2012,GA,Atlanta
2012-04-15,62.0,15,2012,GA,Atlanta
2012-04-22,64.85714285714286,16,2012,GA,Atlanta
2012-04-29,66.21428571428571,17,2012,GA,Atlanta
2012-05-06,76.71428571428571,18,2012,GA,Atlanta
2012-05-13,67.78571428571429,19,2012,GA,Atlanta
2012-05-20,72.28571428571429,20,2012,GA,Atlanta
2012-05-27,76.35714285714286,21,2012,GA,Atlanta
2012-06-03,75.21428571428571,22,2012,GA,Atlanta
2012-06-10,73.64285714285714,23,2012,GA,Atlanta
2012-06-17,76.14285714285714,24,2012,GA,Atlanta
2012-06-24,79.85714285714286,25,2012,GA,Atlanta
2012-07-01,85.21428571428571,26,2012,GA,Atlanta
2012-07-08,84.85714285714286,27,2012,GA,Atlanta
2012-07-15,81.71428571428571,28,2012,GA,Atlanta
2012-07-22,81.92857142857143,29,2012,GA,Atlanta
2012-07-29,86.0,30,2012,GA,Atlanta
2012-08-05,82.5,31,2012,GA,Atlanta
2012-08-12,79.0,32,2012,GA,Atlanta
2012-08-19,78.35714285714286,33,2012,GA,Atlanta
2012-08-26,77.07142857142857,34,2012,GA,Atlanta
2012-09-02,79.57142857142857,35,2012,GA,Atlanta
2012-09-09,77.14285714285714,36,2012,GA,Atlanta
2012-09-16,74.21428571428571,37,2012,GA,Atlanta
2012-09-23,71.92857142857143,38,2012,GA,Atlanta
2012-09-30,71.57142857142857,39,2012,GA,Atlanta
2012-10-07,68.07142857142857,40,2012,GA,Atlanta
2012-10-14,64.14285714285714,41,2012,GA,Atlanta
2012-10-21,62.714285714285715,42,2012,GA,Atlanta
2012-10-28,64.42857142857143,43,2012,GA,Atlanta
2012-11-04,55.5,44,2012,GA,Atlanta
2012-11-11,52.07142857142857,45,2012,GA,Atlanta
2012-11-18,50.357142857142854,46,2012,GA,Atlanta
2012-11-25,53.714285714285715,47,2012,GA,Atlanta
2012-12-02,53.142857142857146,48,2012,GA,Atlanta
2012-12-09,60.785714285714285,49,2012,GA,Atlanta
2012-12-16,50.214285714285715,50,2012,GA,Atlanta
2012-12-23,48.857142857142854,51,2012,GA,Atlanta
2012-12-30,43.785714285714285,52,2012,GA,Atlanta
2013-01-06,43.42857142857143,1,2013,GA,Atlanta
2013-01-13,58.642857142857146,2,2013,GA,Atlanta
2013-01-20,51.357142857142854,3,2013,GA,Atlanta
2013-01-27,43.857142857142854,4,2013,GA,Atlanta
2013-02-03,47.57142857142857,5,2013,GA,Atlanta
2013-02-10,49.07142857142857,6,2013,GA,Atlanta
2013-02-17,45.857142857142854,7,2013,GA,Atlanta
2013-02-24,47.0,8,2013,GA,Atlanta
2013-03-03,42.714285714285715,9,2013,GA,Atlanta
2013-03-10,48.357142857142854,10,2013,GA,Atlanta
2013-03-17,53.642857142857146,11,2013,GA,Atlanta
2013-03-24,49.714285714285715,12,2013,GA,Atlanta
2013-03-31,49.785714285714285,13,2013,GA,Atlanta
2013-04-07,55.785714285714285,14,2013,GA,Atlanta
2013-04-14,65.85714285714286,15,2013,GA,Atlanta
2013-04-21,63.714285714285715,16,2013,GA,Atlanta
2013-04-28,61.5,17,2013,GA,Atlanta
2013-05-05,63.07142857142857,18,2013,GA,Atlanta
2013-05-12,63.57142857142857,19,2013,GA,Atlanta
2013-05-19,68.21428571428571,20,2013,GA,Atlanta
2013-05-26,72.64285714285714,21,2013,GA,Atlanta
2013-06-02,75.85714285714286,22,2013,GA,Atlanta
2013-06-09,76.07142857142857,23,2013,GA,Atlanta
2013-06-16,77.78571428571429,24,2013,GA,Atlanta
2013-06-23,76.64285714285714,25,2013,GA,Atlanta
2013-06-30,79.64285714285714,26,2013,GA,Atlanta
2013-07-07,74.92857142857143,27,2013,GA,Atlanta
2013-07-14,78.0,28,2013,GA,Atlanta
2013-07-21,79.35714285714286,29,2013,GA,Atlanta
2013-07-28,78.0,30,2013,GA,Atlanta
2013-08-04,78.42857142857143,31,2013,GA,Atlanta
2013-08-11,80.42857142857143,32,2013,GA,Atlanta
2013-08-18,72.5,33,2013,GA,Atlanta
2013-08-25,77.42857142857143,34,2013,GA,Atlanta
2013-09-01,78.71428571428571,35,2013,GA,Atlanta
2013-09-08,79.0,36,2013,GA,Atlanta
2013-09-15,77.14285714285714,37,2013,GA,Atlanta
2013-09-22,73.21428571428571,38,2013,GA,Atlanta
2013-09-29,68.28571428571429,39,2013,GA,Atlanta
2013-10-06,72.28571428571429,40,2013,GA,Atlanta
2013-10-13,67.42857142857143,41,2013,GA,Atlanta
2013-10-20,63.714285714285715,42,2013,GA,Atlanta
2013-10-27,54.142857142857146,43,2013,GA,Atlanta
2013-11-03,62.642857142857146,44,2013,GA,Atlanta
2013-11-10,54.642857142857146,45,2013,GA,Atlanta
2013-11-17,50.857142857142854,46,2013,GA,Atlanta
2013-11-24,51.714285714285715,47,2013,GA,Atlanta
2013-12-01,41.142857142857146,48,2013,GA,Atlanta
2013-12-08,57.214285714285715,49,2013,GA,Atlanta
2013-12-15,43.785714285714285,50,2013,GA,Atlanta
2013-12-22,51.42857142857143,51,2013,GA,Atlanta
2013-12-29,41.714285714285715,52,2013,GA,Atlanta
2014-01-05,38.0,1,2014,GA,Atlanta
2014-01-12,38.214285714285715,2,2014,GA,Atlanta
2014-01-19,42.285714285714285,3,2014,GA,Atlanta
2014-01-26,35.142857142857146,4,2014,GA,Atlanta
2014-02-02,37.357142857142854,5,2014,GA,Atlanta
2014-02-09,44.285714285714285,6,2014,GA,Atlanta
2014-02-16,40.357142857142854,7,2014,GA,Atlanta
2014-02-23,57.357142857142854,8,2014,GA,Atlanta
2014-03-02,47.92857142857143,9,2014,GA,Atlanta
2014-03-09,48.142857142857146,10,2014,GA,Atlanta
2014-03-16,55.5,11,2014,GA,Atlanta
2014-03-23,53.857142857142854,12,2014,GA,Atlanta
2014-03-30,50.642857142857146,13,2014,GA,Atlanta
2014-04-06,63.857142857142854,14,2014,GA,Atlanta
2014-04-13,60.714285714285715,15,2014,GA,Atlanta
2014-04-20,56.0,16,2014,GA,Atlanta
2014-04-27,66.92857142857143,17,2014,GA,Atlanta
2014-05-04,66.57142857142857,18,2014,GA,Atlanta
2014-05-11,72.71428571428571,19,2014,GA,Atlanta
2014-05-18,66.14285714285714,20,2014,GA,Atlanta
2014-05-25,74.21428571428571,21,2014,GA,Atlanta
2014-06-01,74.42857142857143,22,2014,GA,Atlanta
2014-06-08,76.42857142857143,23,2014,GA,Atlanta
2014-06-15,76.5,24,2014,GA,Atlanta
2014-06-22,81.07142857142857,25,2014,GA,Atlanta
2014-06-29,79.07142857142857,26,2014,GA,Atlanta
2014-07-06,78.57142857142857,27,2014,GA,Atlanta
2014-07-13,79.92857142857143,28,2014,GA,Atlanta
2014-07-20,75.78571428571429,29,2014,GA,Atlanta
2014-07-27,79.0,30,2014,GA,Atlanta
2014-08-03,75.71428571428571,31,2014,GA,Atlanta
2014-08-10,80.42857142857143,32,2014,GA,Atlanta
2014-08-17,77.21428571428571,33,2014,GA,Atlanta
2014-08-24,81.14285714285714,34,2014,GA,Atlanta
2014-08-31,78.42857142857143,35,2014,GA,Atlanta
2014-09-07,80.85714285714286,36,2014,GA,Atlanta
2014-09-14,78.21428571428571,37,2014,GA,Atlanta
2014-09-21,75.28571428571429,38,2014,GA,Atlanta
2014-09-28,70.0,39,2014,GA,Atlanta
2014-10-05,68.92857142857143,40,2014,GA,Atlanta
2014-10-12,73.85714285714286,41,2014,GA,Atlanta
2014-10-19,64.78571428571429,42,2014,GA,Atlanta
2014-10-26,62.357142857142854,43,2014,GA,Atlanta
2014-11-02,56.714285714285715,44,2014,GA,Atlanta
2014-11-09,55.142857142857146,45,2014,GA,Atlanta
2014-11-16,47.0,46,2014,GA,Atlanta
2014-11-23,44.857142857142854,47,2014,GA,Atlanta
2014-11-30,50.5,48,2014,GA,Atlanta
2014-12-07,58.785714285714285,49,2014,GA,Atlanta
2014-12-14,45.0,50,2014,GA,Atlanta
2014-12-21,47.214285714285715,51,2014,GA,Atlanta
2014-12-28,49.57142857142857,52,2014,GA,Atlanta
2015-01-04,49.642857142857146,1,2015,GA,Atlanta
2015-01-11,33.714285714285715,2,2015,GA,Atlanta
2015-01-18,43.0,3,2015,GA,Atlanta
2015-01-25,48.57142857142857,4,2015,GA,Atlanta
2015-02-01,44.142857142857146,5,2015,GA,Atlanta
2015-02-08,43.714285714285715,6,2015,GA,Atlanta
2015-02-15,43.07142857142857,7,2015,GA,Atlanta
2015-02-22,34.642857142857146,8,2015,GA,Atlanta
2015-03-01,39.0,9,2015,GA,Atlanta
2015-03-08,51.0,10,2015,GA,Atlanta
2015-03-15,61.857142857142854,11,2015,GA,Atlanta
2015-03-22,61.92857142857143,12,2015,GA,Atlanta
2015-03-29,56.92857142857143,13,2015,GA,Atlanta
2015-04-05,63.642857142857146,14,2015,GA,Atlanta
2015-04-12,69.28571428571429,15,2015,GA,Atlanta
2015-04-19,65.78571428571429,16,2015,GA,Atlanta
2015-04-26,65.21428571428571,17,2015,GA,Atlanta
2015-05-03,62.642857142857146,18,2015,GA,Atlanta
2015-05-10,73.42857142857143,19,2015,GA,Atlanta
2015-05-17,75.64285714285714,20,2015,GA,Atlanta
2015-05-24,72.42857142857143,21,2015,GA,Atlanta
2015-05-31,74.92857142857143,22,2015,GA,Atlanta
2015-06-07,75.14285714285714,23,2015,GA,Atlanta
2015-06-14,78.57142857142857,24,2015,GA,Atlanta
2015-06-21,83.35714285714286,25,2015,GA,Atlanta
2015-06-28,80.0,26,2015,GA,Atlanta
2015-07-05,76.64285714285714,27,2015,GA,Atlanta
2015-07-12,81.5,28,2015,GA,Atlanta
2015-07-19,81.64285714285714,29,2015,GA,Atlanta
2015-07-26,82.42857142857143,30,2015,GA,Atlanta
2015-08-02,83.35714285714286,31,2015,GA,Atlanta
2015-08-09,82.64285714285714,32,2015,GA,Atlanta
2015-08-16,81.21428571428571,33,2015,GA,Atlanta
2015-08-23,80.57142857142857,34,2015,GA,Atlanta
2015-08-30,75.28571428571429,35,2015,GA,Atlanta
2015-09-06,79.07142857142857,36,2015,GA,Atlanta
2015-09-13,74.28571428571429,37,2015,GA,Atlanta
2015-09-20,71.92857142857143,38,2015,GA,Atlanta
2015-09-27,69.07142857142857,39,2015,GA,Atlanta
2015-10-04,68.57142857142857,40,2015,GA,Atlanta
2015-10-11,68.85714285714286,41,2015,GA,Atlanta
2015-10-18,63.57142857142857,42,2015,GA,Atlanta
2015-10-25,63.357142857142854,43,2015,GA,Atlanta
2015-11-01,59.714285714285715,44,2015,GA,Atlanta
2015-11-08,64.28571428571429,45,2015,GA,Atlanta
2015-11-15,54.714285714285715,46,2015,GA,Atlanta
2015-11-22,56.07142857142857,47,2015,GA,Atlanta
2015-11-29,53.857142857142854,48,2015,GA,Atlanta
2015-12-06,54.214285714285715,49,2015,GA,Atlanta
2015-12-13,58.714285714285715,50,2015,GA,Atlanta
2015-12-20,51.785714285714285,51,2015,GA,Atlanta
2015-12-27,64.07142857142857,52,2015,GA,Atlanta
2016-01-03,53.857142857142854,53,2015,GA,Atlanta
2016-01-10,43.0,1,2016,GA,Atlanta
2016-01-17,42.5,2,2016,GA,Atlanta
2016-01-24,35.5,3,2016,GA,Atlanta
2016-01-31,48.642857142857146,4,2016,GA,Atlanta
2016-02-07,51.0,5,2016,GA,Atlanta
2016-02-14,39.214285714285715,6,2016,GA,Atlanta
2016-02-21,50.785714285714285,7,2016,GA,Atlanta
2016-02-28,51.357142857142854,8,2016,GA,Atlanta
2016-03-06,51.714285714285715,9,2016,GA,Atlanta
2016-03-13,65.57142857142857,10,2016,GA,Atlanta
2016-03-20,64.42857142857143,11,2016,GA,Atlanta
2016-03-27,59.142857142857146,12,2016,GA,Atlanta
2016-04-03,61.57142857142857,13,2016,GA,Atlanta
2016-04-10,56.857142857142854,14,2016,GA,Atlanta
2016-04-17,61.07142857142857,15,2016,GA,Atlanta
2016-04-24,67.35714285714286,16,2016,GA,Atlanta
2016-05-01,74.14285714285714,17,2016,GA,Atlanta
2016-05-08,65.85714285714286,18,2016,GA,Atlanta
2016-05-15,70.71428571428571,19,2016,GA,Atlanta
2016-05-22,69.07142857142857,20,2016,GA,Atlanta
2016-05-29,75.57142857142857,21,2016,GA,Atlanta
2016-06-05,80.0,22,2016,GA,Atlanta
2016-06-12,79.71428571428571,23,2016,GA,Atlanta
2016-06-19,81.28571428571429,24,2016,GA,Atlanta
2016-06-26,82.14285714285714,25,2016,GA,Atlanta
2016-07-03,83.42857142857143,26,2016,GA,Atlanta
2016-07-10,83.21428571428571,27,2016,GA,Atlanta
2016-07-17,82.0,28,2016,GA,Atlanta
2016-07-24,84.07142857142857,29,2016,GA,Atlanta
2016-07-31,83.42857142857143,30,2016,GA,Atlanta
2016-08-07,83.78571428571429,31,2016,GA,Atlanta
2016-08-14,82.21428571428571,32,2016,GA,Atlanta
2016-08-21,82.85714285714286,33,2016,GA,Atlanta
2016-08-28,82.07142857142857,34,2016,GA,Atlanta
2016-09-04,80.07142857142857,35,2016,GA,Atlanta
2016-09-11,80.57142857142857,36,2016,GA,Atlanta
2016-09-18,79.35714285714286,37,2016,GA,Atlanta
2016-09-25,80.28571428571429,38,2016,GA,Atlanta
2016-10-02,72.14285714285714,39,2016,GA,Atlanta
2016-10-09,72.28571428571429,40,2016,GA,Atlanta
2016-10-16,68.0,41,2016,GA,Atlanta
2016-10-23,68.5,42,2016,GA,Atlanta
2016-10-30,69.28571428571429,43,2016,GA,Atlanta
2016-11-06,68.5,44,2016,GA,Atlanta
2016-11-13,57.642857142857146,45,2016,GA,Atlanta
2016-11-20,56.357142857142854,46,2016,GA,Atlanta
2016-11-27,54.357142857142854,47,2016,GA,Atlanta
2016-12-04,53.714285714285715,48,2016,GA,Atlanta
2016-12-11,45.07142857142857,49,2016,GA,Atlanta
2016-12-18,47.5,50,2016,GA,Atlanta
2016-12-25,51.07142857142857,51,2016,GA,Atlanta
2017-01-01,51.714285714285715,52,2016,GA,Atlanta
2017-01-08,42.142857142857146,1,2017,GA,Atlanta
2017-01-15,56.07142857142857,2,2017,GA,Atlanta
2017-01-22,62.42857142857143,3,2017,GA,Atlanta
2017-01-29,48.642857142857146,4,2017,GA,Atlanta
2017-02-05,50.285714285714285,5,2017,GA,Atlanta
2017-02-12,57.214285714285715,6,2017,GA,Atlanta
2017-02-19,54.5,7,2017,GA,Atlanta
2017-02-26,60.857142857142854,8,2017,GA,Atlanta
2017-03-05,55.142857142857146,9,2017,GA,Atlanta
2017-03-12,56.214285714285715,10,2017,GA,Atlanta
2017-03-19,45.785714285714285,11,2017,GA,Atlanta
2017-03-26,64.42857142857143,12,2017,GA,Atlanta
2017-04-02,68.85714285714286,13,2017,GA,Atlanta
2017-04-09,60.42857142857143,14,2017,GA,Atlanta
2017-04-16,69.78571428571429,15,2017,GA,Atlanta
2017-04-23,70.71428571428571,16,2017,GA,Atlanta
2017-04-30,70.85714285714286,17,2017,GA,Atlanta
2017-05-07,62.5,18,2017,GA,Atlanta
2017-05-14,71.57142857142857,19,2017,GA,Atlanta
2017-05-21,78.0,20,2017,GA,Atlanta
2017-05-28,70.78571428571429,21,2017,GA,Atlanta
2017-06-04,75.92857142857143,22,2017,GA,Atlanta
2017-06-11,74.92857142857143,23,2017,GA,Atlanta
2017-06-18,78.42857142857143,24,2017,GA,Atlanta
2017-06-25,76.78571428571429,25,2017,GA,Atlanta
2017-07-02,76.85714285714286,26,2017,GA,Atlanta
2017-07-09,80.92857142857143,27,2017,GA,Atlanta
2017-07-16,81.21428571428571,28,2017,GA,Atlanta
2017-07-23,82.42857142857143,29,2017,GA,Atlanta
2017-07-30,81.35714285714286,30,2017,GA,Atlanta
2017-08-06,78.07142857142857,31,2017,GA,Atlanta
2017-08-13,78.42857142857143,32,2017,GA,Atlanta
2017-08-20,81.92857142857143,33,2017,GA,Atlanta
2017-08-27,80.42857142857143,34,2017,GA,Atlanta
2017-09-03,73.92857142857143,35,2017,GA,Atlanta
2017-09-10,70.0,36,2017,GA,Atlanta
2017-09-17,70.28571428571429,37,2017,GA,Atlanta
2017-09-24,78.07142857142857,38,2017,GA,Atlanta
2017-10-01,76.07142857142857,39,2017,GA,Atlanta
2017-10-08,72.0,40,2017,GA,Atlanta
2017-10-15,75.71428571428571,41,2017,GA,Atlanta
2017-10-22,63.57142857142857,42,2017,GA,Atlanta
2017-10-29,54.714285714285715,43,2017,GA,Atlanta
2017-11-05,63.5,44,2017,GA,Atlanta
2017-11-12,57.0,45,2017,GA,Atlanta
2017-11-19,52.785714285714285,46,2017,GA,Atlanta
2017-11-26,51.57142857142857,47,2017,GA,Atlanta
2017-12-03,57.07142857142857,48,2017,GA,Atlanta
2017-12-10,45.5,49,2017,GA,Atlanta
2017-12-17,42.285714285714285,50,2017,GA,Atlanta
2017-12-24,55.0,51,2017,GA,Atlanta
2017-12-31,39.0,52,2017,GA,Atlanta
2018-01-07,28.214285714285715,1,2018,GA,Atlanta
2018-01-14,44.0,2,2018,GA,Atlanta
2018-01-21,38.214285714285715,3,2018,GA,Atlanta
2018-01-28,49.92857142857143,4,2018,GA,Atlanta
2018-02-04,43.357142857142854,5,2018,GA,Atlanta
2018-02-11,52.785714285714285,6,2018,GA,Atlanta
2018-02-18,58.857142857142854,7,2018,GA,Atlanta
2018-02-25,68.57142857142857,8,2018,GA,Atlanta
2018-03-04,55.42857142857143,9,2018,GA,Atlanta
2018-03-11,49.214285714285715,10,2018,GA,Atlanta
2018-03-18,53.57142857142857,11,2018,GA,Atlanta
2018-03-25,54.0,12,2018,GA,Atlanta
2018-04-01,57.785714285714285,13,2018,GA,Atlanta
2018-04-08,58.0,14,2018,GA,Atlanta
2018-04-15,61.0,15,2018,GA,Atlanta
2018-04-22,57.642857142857146,16,2018,GA,Atlanta
2018-04-29,61.714285714285715,17,2018,GA,Atlanta
2018-05-06,69.0,18,2018,GA,Atlanta
2018-05-13,74.92857142857143,19,2018,GA,Atlanta
2018-05-20,75.78571428571429,20,2018,GA,Atlanta
2018-05-27,76.5,21,2018,GA,Atlanta
2018-06-03,78.21428571428571,22,2018,GA,Atlanta
