last_day_of_the_week,average_temperature,week,year,State,City
2017-04-23,52.857142857142854,16,2017,CO,Denver
2017-04-30,50.857142857142854,17,2017,CO,Denver
2017-05-07,55.142857142857146,18,2017,CO,Denver
2017-05-14,54.285714285714285,19,2017,CO,Denver
2017-05-21,56.285714285714285,20,2017,CO,Denver
2017-05-28,65.07142857142857,21,2017,CO,Denver
2017-06-04,60.57142857142857,22,2017,CO,Denver
2017-06-11,61.642857142857146,23,2017,CO,Denver
2017-06-18,58.857142857142854,24,2017,CO,Denver
2017-06-25,68.0,25,2017,CO,Denver
2017-07-02,64.64285714285714,26,2017,CO,Denver
2017-07-09,67.21428571428571,27,2017,CO,Denver
2017-07-16,65.57142857142857,28,2017,CO,Denver
2017-07-23,68.14285714285714,29,2017,CO,Denver
2017-07-30,68.42857142857143,30,2017,CO,Denver
2017-08-06,74.78571428571429,31,2017,CO,Denver
2017-08-13,70.92857142857143,32,2017,CO,Denver
2017-08-20,66.21428571428571,33,2017,CO,Denver
2017-08-27,69.0,34,2017,CO,Denver
2017-09-03,72.64285714285714,35,2017,CO,Denver
2017-09-10,69.28571428571429,36,2017,CO,Denver
2017-09-17,63.57142857142857,37,2017,CO,Denver
2017-09-24,57.857142857142854,38,2017,CO,Denver
2017-10-01,62.42857142857143,39,2017,CO,Denver
2017-10-08,55.714285714285715,40,2017,CO,Denver
2017-10-15,50.0,41,2017,CO,Denver
2017-10-22,52.857142857142854,42,2017,CO,Denver
2017-10-29,54.42857142857143,43,2017,CO,Denver
2017-11-05,44.5,44,2017,CO,Denver
2017-11-12,46.57142857142857,45,2017,CO,Denver
2017-11-19,46.92857142857143,46,2017,CO,Denver
2017-11-26,50.857142857142854,47,2017,CO,Denver
2017-12-03,44.0,48,2017,CO,Denver
2017-12-10,39.92857142857143,49,2017,CO,Denver
2017-12-17,41.285714285714285,50,2017,CO,Denver
2017-12-24,38.5,51,2017,CO,Denver
2017-12-31,39.357142857142854,52,2017,CO,Denver
2018-01-07,42.07142857142857,1,2018,CO,Denver
2018-01-14,47.214285714285715,2,2018,CO,Denver
2018-01-21,47.07142857142857,3,2018,CO,Denver
2018-01-28,43.92857142857143,4,2018,CO,Denver
2018-02-04,46.785714285714285,5,2018,CO,Denver
2018-02-11,45.0,6,2018,CO,Denver
2018-02-18,40.142857142857146,7,2018,CO,Denver
2018-02-25,33.92857142857143,8,2018,CO,Denver
2018-03-04,41.714285714285715,9,2018,CO,Denver
2018-03-11,45.714285714285715,10,2018,CO,Denver
2018-03-18,49.285714285714285,11,2018,CO,Denver
2018-03-25,44.214285714285715,12,2018,CO,Denver
2018-04-01,48.142857142857146,13,2018,CO,Denver
2018-04-08,49.285714285714285,14,2018,CO,Denver
2018-04-15,49.142857142857146,15,2018,CO,Denver
2018-04-22,49.785714285714285,16,2018,CO,Denver
2018-04-29,57.92857142857143,17,2018,CO,Denver
2018-05-06,58.142857142857146,18,2018,CO,Denver
2018-05-13,61.285714285714285,19,2018,CO,Denver
2018-05-20,62.07142857142857,20,2018,CO,Denver
2018-05-27,62.92857142857143,21,2018,CO,Denver
2018-06-03,59.357142857142854,22,2018,CO,Denver
2018-06-10,58.785714285714285,23,2018,CO,Denver
2018-06-17,62.714285714285715,24,2018,CO,Denver
2018-06-24,67.85714285714286,25,2018,CO,Denver
2018-07-01,62.214285714285715,26,2018,CO,Denver
2018-07-08,67.28571428571429,27,2018,CO,Denver
2018-07-15,71.5,28,2018,CO,Denver
2018-07-22,69.28571428571429,29,2018,CO,Denver
2018-07-29,75.07142857142857,30,2018,CO,Denver
2018-08-05,69.42857142857143,31,2018,CO,Denver
2018-08-12,72.78571428571429,32,2018,CO,Denver
2018-08-19,68.92857142857143,33,2018,CO,Denver
2018-08-26,66.85714285714286,34,2018,CO,Denver
2018-09-02,65.92857142857143,35,2018,CO,Denver
2018-09-09,66.85714285714286,36,2018,CO,Denver
2018-09-16,60.714285714285715,37,2018,CO,Denver
2018-09-23,59.857142857142854,38,2018,CO,Denver
2018-09-30,61.214285714285715,39,2018,CO,Denver
2018-10-07,53.57142857142857,40,2018,CO,Denver
2018-10-14,55.42857142857143,41,2018,CO,Denver
2018-10-21,54.5,42,2018,CO,Denver
2018-10-28,52.714285714285715,43,2018,CO,Denver
2018-11-04,54.5,44,2018,CO,Denver
2018-11-11,45.5,45,2018,CO,Denver
2018-11-18,49.42857142857143,46,2018,CO,Denver
2018-11-25,45.42857142857143,47,2018,CO,Denver
2018-12-02,47.357142857142854,48,2018,CO,Denver
2018-12-09,40.857142857142854,49,2018,CO,Denver
2018-12-16,47.357142857142854,50,2018,CO,Denver
2018-12-23,46.214285714285715,51,2018,CO,Denver
2018-12-30,43.5,52,2018,CO,Denver
2019-01-06,43.357142857142854,1,2019,CO,Denver
2019-01-13,47.142857142857146,2,2019,CO,Denver
2019-01-20,45.42857142857143,3,2019,CO,Denver
2019-01-27,43.642857142857146,4,2019,CO,Denver
2019-02-03,43.5,5,2019,CO,Denver
2019-02-10,29.5,6,2019,CO,Denver
2019-02-17,37.42857142857143,7,2019,CO,Denver
2019-02-24,39.714285714285715,8,2019,CO,Denver
2019-03-03,39.57142857142857,9,2019,CO,Denver
2019-03-10,38.714285714285715,10,2019,CO,Denver
2019-03-17,47.07142857142857,11,2019,CO,Denver
2019-03-24,58.214285714285715,12,2019,CO,Denver
2019-03-31,52.642857142857146,13,2019,CO,Denver
2019-04-07,53.857142857142854,14,2019,CO,Denver
2019-04-14,50.5,15,2019,CO,Denver
2019-04-21,52.92857142857143,16,2019,CO,Denver
2019-04-28,52.0,17,2019,CO,Denver
2019-05-05,55.142857142857146,18,2019,CO,Denver
2019-05-12,65.07142857142857,19,2019,CO,Denver
2019-05-19,59.214285714285715,20,2019,CO,Denver
2019-05-26,58.857142857142854,21,2019,CO,Denver
2019-06-02,63.357142857142854,22,2019,CO,Denver
2019-06-09,60.07142857142857,23,2019,CO,Denver
2019-06-16,68.64285714285714,24,2019,CO,Denver
2019-06-23,61.642857142857146,25,2019,CO,Denver
2019-06-30,64.07142857142857,26,2019,CO,Denver
2019-07-07,64.14285714285714,27,2019,CO,Denver
2019-07-14,68.07142857142857,28,2019,CO,Denver
2019-07-21,67.35714285714286,29,2019,CO,Denver
2019-07-28,69.85714285714286,30,2019,CO,Denver
2019-08-04,70.78571428571429,31,2019,CO,Denver
2019-08-11,68.64285714285714,32,2019,CO,Denver
2019-08-18,69.07142857142857,33,2019,CO,Denver
2019-08-25,66.21428571428571,34,2019,CO,Denver
2019-09-01,70.92857142857143,35,2019,CO,Denver
2019-09-08,67.85714285714286,36,2019,CO,Denver
2019-09-15,64.0,37,2019,CO,Denver
2019-09-22,61.285714285714285,38,2019,CO,Denver
2019-09-29,58.357142857142854,39,2019,CO,Denver
2019-10-06,54.285714285714285,40,2019,CO,Denver
2019-10-13,50.214285714285715,41,2019,CO,Denver
2019-10-20,51.857142857142854,42,2019,CO,Denver
2019-10-27,51.57142857142857,43,2019,CO,Denver
2019-11-03,45.285714285714285,44,2019,CO,Denver
2019-11-10,49.357142857142854,45,2019,CO,Denver
2019-11-17,51.214285714285715,46,2019,CO,Denver
2019-11-24,44.92857142857143,47,2019,CO,Denver
2019-12-01,39.857142857142854,48,2019,CO,Denver
2019-12-08,47.92857142857143,49,2019,CO,Denver
2019-12-15,44.214285714285715,50,2019,CO,Denver
2019-12-22,44.92857142857143,51,2019,CO,Denver
2019-12-29,40.142857142857146,52,2019,CO,Denver
2020-01-05,47.42857142857143,1,2020,CO,Denver
2020-01-12,41.714285714285715,2,2020,CO,Denver
2020-01-19,39.357142857142854,3,2020,CO,Denver
2020-01-26,49.42857142857143,4,2020,CO,Denver
2020-02-02,47.142857142857146,5,2020,CO,Denver
2020-02-09,43.285714285714285,6,2020,CO,Denver
2020-02-16,43.42857142857143,7,2020,CO,Denver
2020-02-23,43.57142857142857,8,2020,CO,Denver
2020-03-01,44.214285714285715,9,2020,CO,Denver
2020-03-08,44.642857142857146,10,2020,CO,Denver
2020-03-15,41.857142857142854,11,2020,CO,Denver
2020-03-22,47.142857142857146,12,2020,CO,Denver
2020-03-29,46.357142857142854,13,2020,CO,Denver
2020-04-05,45.357142857142854,14,2020,CO,Denver
2020-04-12,51.214285714285715,15,2020,CO,Denver
2020-04-19,55.0,16,2020,CO,Denver
2020-04-26,53.714285714285715,17,2020,CO,Denver
2020-05-03,54.142857142857146,18,2020,CO,Denver
2020-05-10,62.357142857142854,19,2020,CO,Denver
2020-05-17,59.714285714285715,20,2020,CO,Denver
2020-05-24,56.642857142857146,21,2020,CO,Denver
2020-05-31,61.285714285714285,22,2020,CO,Denver
2020-06-07,58.42857142857143,23,2020,CO,Denver
2020-06-14,58.92857142857143,24,2020,CO,Denver
2020-06-21,59.833333333333336,25,2020,CO,Denver
2009-01-04,59.25,1,2009,TX,Dallas
2009-01-11,50.57142857142857,2,2009,TX,Dallas
2009-01-18,44.42857142857143,3,2009,TX,Dallas
2009-01-25,50.0,4,2009,TX,Dallas
2009-02-01,42.214285714285715,5,2009,TX,Dallas
2009-02-08,55.357142857142854,6,2009,TX,Dallas
2009-02-15,56.42857142857143,7,2009,TX,Dallas
2009-02-22,51.0,8,2009,TX,Dallas
2009-03-01,58.357142857142854,9,2009,TX,Dallas
2009-03-08,65.07142857142857,10,2009,TX,Dallas
2009-03-15,50.92857142857143,11,2009,TX,Dallas
2009-03-22,65.28571428571429,12,2009,TX,Dallas
2009-03-29,56.642857142857146,13,2009,TX,Dallas
2009-04-05,59.357142857142854,14,2009,TX,Dallas
2009-04-12,60.07142857142857,15,2009,TX,Dallas
2009-04-19,62.642857142857146,16,2009,TX,Dallas
2009-04-26,73.07142857142857,17,2009,TX,Dallas
2009-05-03,69.21428571428571,18,2009,TX,Dallas
2009-05-10,72.28571428571429,19,2009,TX,Dallas
2009-05-17,73.35714285714286,20,2009,TX,Dallas
2009-05-24,72.28571428571429,21,2009,TX,Dallas
2009-05-31,76.92857142857143,22,2009,TX,Dallas
2009-06-07,77.85714285714286,23,2009,TX,Dallas
2009-06-14,82.14285714285714,24,2009,TX,Dallas
2009-06-21,86.0,25,2009,TX,Dallas
2009-06-28,89.35714285714286,26,2009,TX,Dallas
2009-07-05,86.71428571428571,27,2009,TX,Dallas
2009-07-12,88.42857142857143,28,2009,TX,Dallas
2009-07-19,89.28571428571429,29,2009,TX,Dallas
2009-07-26,84.78571428571429,30,2009,TX,Dallas
2009-08-02,81.64285714285714,31,2009,TX,Dallas
2009-08-09,87.64285714285714,32,2009,TX,Dallas
2009-08-16,85.78571428571429,33,2009,TX,Dallas
2009-08-23,85.57142857142857,34,2009,TX,Dallas
2009-08-30,83.5,35,2009,TX,Dallas
2009-09-06,81.0,36,2009,TX,Dallas
2009-09-13,79.42857142857143,37,2009,TX,Dallas
2009-09-20,74.92857142857143,38,2009,TX,Dallas
2009-09-27,72.07142857142857,39,2009,TX,Dallas
2009-10-04,68.0,40,2009,TX,Dallas
2009-10-11,63.142857142857146,41,2009,TX,Dallas
2009-10-18,64.0,42,2009,TX,Dallas
2009-10-25,62.57142857142857,43,2009,TX,Dallas
2009-11-01,59.142857142857146,44,2009,TX,Dallas
2009-11-08,64.28571428571429,45,2009,TX,Dallas
2009-11-15,65.35714285714286,46,2009,TX,Dallas
2009-11-22,54.714285714285715,47,2009,TX,Dallas
2009-11-29,54.714285714285715,48,2009,TX,Dallas
2009-12-06,40.5,49,2009,TX,Dallas
2009-12-13,42.285714285714285,50,2009,TX,Dallas
2009-12-20,45.142857142857146,51,2009,TX,Dallas
2009-12-27,45.785714285714285,52,2009,TX,Dallas
2010-01-03,39.214285714285715,53,2009,TX,Dallas
2010-01-10,30.642857142857142,1,2010,TX,Dallas
2010-01-17,48.642857142857146,2,2010,TX,Dallas
2010-01-24,57.57142857142857,3,2010,TX,Dallas
2010-01-31,42.42857142857143,4,2010,TX,Dallas
2010-02-07,41.92857142857143,5,2010,TX,Dallas
2010-02-14,35.57142857142857,6,2010,TX,Dallas
2010-02-21,46.07142857142857,7,2010,TX,Dallas
2010-02-28,43.357142857142854,8,2010,TX,Dallas
2010-03-07,52.214285714285715,9,2010,TX,Dallas
2010-03-14,57.357142857142854,10,2010,TX,Dallas
2010-03-21,51.714285714285715,11,2010,TX,Dallas
2010-03-28,57.92857142857143,12,2010,TX,Dallas
2010-04-04,66.78571428571429,13,2010,TX,Dallas
2010-04-11,65.5,14,2010,TX,Dallas
2010-04-18,67.14285714285714,15,2010,TX,Dallas
2010-04-25,66.28571428571429,16,2010,TX,Dallas
2010-05-02,68.28571428571429,17,2010,TX,Dallas
2010-05-09,70.0,18,2010,TX,Dallas
2010-05-16,75.78571428571429,19,2010,TX,Dallas
2010-05-23,79.28571428571429,20,2010,TX,Dallas
2010-05-30,83.14285714285714,21,2010,TX,Dallas
2010-06-06,84.71428571428571,22,2010,TX,Dallas
2010-06-13,86.14285714285714,23,2010,TX,Dallas
2010-06-20,87.71428571428571,24,2010,TX,Dallas
2010-06-27,88.57142857142857,25,2010,TX,Dallas
2010-07-04,82.57142857142857,26,2010,TX,Dallas
2010-07-11,84.28571428571429,27,2010,TX,Dallas
2010-07-18,88.35714285714286,28,2010,TX,Dallas
2010-07-25,87.28571428571429,29,2010,TX,Dallas
2010-08-01,86.64285714285714,30,2010,TX,Dallas
2010-08-08,91.14285714285714,31,2010,TX,Dallas
2010-08-15,91.64285714285714,32,2010,TX,Dallas
2010-08-22,91.28571428571429,33,2010,TX,Dallas
2010-08-29,85.0,34,2010,TX,Dallas
2010-09-05,81.78571428571429,35,2010,TX,Dallas
2010-09-12,83.35714285714286,36,2010,TX,Dallas
2010-09-19,84.0,37,2010,TX,Dallas
2010-09-26,78.21428571428571,38,2010,TX,Dallas
2010-10-03,69.07142857142857,39,2010,TX,Dallas
2010-10-10,67.71428571428571,40,2010,TX,Dallas
2010-10-17,68.92857142857143,41,2010,TX,Dallas
2010-10-24,73.0,42,2010,TX,Dallas
2010-10-31,65.78571428571429,43,2010,TX,Dallas
2010-11-07,56.714285714285715,44,2010,TX,Dallas
2010-11-14,61.857142857142854,45,2010,TX,Dallas
2010-11-21,57.714285714285715,46,2010,TX,Dallas
2010-11-28,59.357142857142854,47,2010,TX,Dallas
2010-12-05,51.57142857142857,48,2010,TX,Dallas
2010-12-12,46.42857142857143,49,2010,TX,Dallas
2010-12-19,49.214285714285715,50,2010,TX,Dallas
2010-12-26,48.642857142857146,51,2010,TX,Dallas
2011-01-02,48.07142857142857,52,2010,TX,Dallas
2011-01-09,46.0,1,2011,TX,Dallas
2011-01-16,35.0,2,2011,TX,Dallas
2011-01-23,42.142857142857146,3,2011,TX,Dallas
2011-01-30,49.285714285714285,4,2011,TX,Dallas
2011-02-06,30.357142857142858,5,2011,TX,Dallas
2011-02-13,39.714285714285715,6,2011,TX,Dallas
2011-02-20,66.78571428571429,7,2011,TX,Dallas
2011-02-27,59.642857142857146,8,2011,TX,Dallas
2011-03-06,55.785714285714285,9,2011,TX,Dallas
2011-03-13,60.857142857142854,10,2011,TX,Dallas
2011-03-20,65.92857142857143,11,2011,TX,Dallas
2011-03-27,66.85714285714286,12,2011,TX,Dallas
2011-04-03,60.92857142857143,13,2011,TX,Dallas
2011-04-10,70.21428571428571,14,2011,TX,Dallas
2011-04-17,66.78571428571429,15,2011,TX,Dallas
2011-04-24,76.78571428571429,16,2011,TX,Dallas
2011-05-01,67.21428571428571,17,2011,TX,Dallas
2011-05-08,65.78571428571429,18,2011,TX,Dallas
2011-05-15,70.78571428571429,19,2011,TX,Dallas
2011-05-22,73.21428571428571,20,2011,TX,Dallas
2011-05-29,80.35714285714286,21,2011,TX,Dallas
2011-06-05,84.57142857142857,22,2011,TX,Dallas
2011-06-12,85.71428571428571,23,2011,TX,Dallas
2011-06-19,90.07142857142857,24,2011,TX,Dallas
2011-06-26,84.64285714285714,25,2011,TX,Dallas
2011-07-03,88.5,26,2011,TX,Dallas
2011-07-10,91.07142857142857,27,2011,TX,Dallas
2011-07-17,91.92857142857143,28,2011,TX,Dallas
2011-07-24,91.42857142857143,29,2011,TX,Dallas
2011-07-31,92.64285714285714,30,2011,TX,Dallas
2011-08-07,95.64285714285714,31,2011,TX,Dallas
2011-08-14,90.71428571428571,32,2011,TX,Dallas
2011-08-21,93.85714285714286,33,2011,TX,Dallas
2011-08-28,93.42857142857143,34,2011,TX,Dallas
2011-09-04,90.78571428571429,35,2011,TX,Dallas
2011-09-11,76.5,36,2011,TX,Dallas
2011-09-18,82.35714285714286,37,2011,TX,Dallas
2011-09-25,76.35714285714286,38,2011,TX,Dallas
2011-10-02,76.71428571428571,39,2011,TX,Dallas
2011-10-09,73.78571428571429,40,2011,TX,Dallas
2011-10-16,71.85714285714286,41,2011,TX,Dallas
2011-10-23,65.71428571428571,42,2011,TX,Dallas
2011-10-30,61.785714285714285,43,2011,TX,Dallas
2011-11-06,59.714285714285715,44,2011,TX,Dallas
2011-11-13,61.714285714285715,45,2011,TX,Dallas
2011-11-20,62.285714285714285,46,2011,TX,Dallas
2011-11-27,53.357142857142854,47,2011,TX,Dallas
2011-12-04,50.142857142857146,48,2011,TX,Dallas
2011-12-11,39.357142857142854,49,2011,TX,Dallas
2011-12-18,52.07142857142857,50,2011,TX,Dallas
2011-12-25,46.42857142857143,51,2011,TX,Dallas
2012-01-01,49.785714285714285,52,2011,TX,Dallas
2012-01-08,49.357142857142854,1,2012,TX,Dallas
2012-01-15,45.5,2,2012,TX,Dallas
2012-01-22,53.785714285714285,3,2012,TX,Dallas
2012-01-29,50.0,4,2012,TX,Dallas
2012-02-05,57.142857142857146,5,2012,TX,Dallas
2012-02-12,42.5,6,2012,TX,Dallas
2012-02-19,51.285714285714285,7,2012,TX,Dallas
2012-02-26,56.07142857142857,8,2012,TX,Dallas
2012-03-04,60.42857142857143,9,2012,TX,Dallas
2012-03-11,57.285714285714285,10,2012,TX,Dallas
2012-03-18,70.78571428571429,11,2012,TX,Dallas
2012-03-25,62.92857142857143,12,2012,TX,Dallas
2012-04-01,71.78571428571429,13,2012,TX,Dallas
2012-04-08,68.35714285714286,14,2012,TX,Dallas
2012-04-15,71.0,15,2012,TX,Dallas
2012-04-22,65.14285714285714,16,2012,TX,Dallas
2012-04-29,74.64285714285714,17,2012,TX,Dallas
2012-05-06,80.21428571428571,18,2012,TX,Dallas
2012-05-13,71.78571428571429,19,2012,TX,Dallas
2012-05-20,76.14285714285714,20,2012,TX,Dallas
2012-05-27,82.42857142857143,21,2012,TX,Dallas
2012-06-03,80.42857142857143,22,2012,TX,Dallas
2012-06-10,80.92857142857143,23,2012,TX,Dallas
2012-06-17,82.92857142857143,24,2012,TX,Dallas
2012-06-24,85.21428571428571,25,2012,TX,Dallas
2012-07-01,89.14285714285714,26,2012,TX,Dallas
2012-07-08,86.92857142857143,27,2012,TX,Dallas
2012-07-15,84.78571428571429,28,2012,TX,Dallas
2012-07-22,88.85714285714286,29,2012,TX,Dallas
2012-07-29,89.5,30,2012,TX,Dallas
2012-08-05,92.5,31,2012,TX,Dallas
2012-08-12,89.92857142857143,32,2012,TX,Dallas
2012-08-19,85.0,33,2012,TX,Dallas
2012-08-26,80.35714285714286,34,2012,TX,Dallas
2012-09-02,87.0,35,2012,TX,Dallas
2012-09-09,86.14285714285714,36,2012,TX,Dallas
2012-09-16,75.0,37,2012,TX,Dallas
2012-09-23,77.5,38,2012,TX,Dallas
2012-09-30,78.78571428571429,39,2012,TX,Dallas
2012-10-07,66.21428571428571,40,2012,TX,Dallas
2012-10-14,69.78571428571429,41,2012,TX,Dallas
2012-10-21,70.07142857142857,42,2012,TX,Dallas
2012-10-28,64.71428571428571,43,2012,TX,Dallas
2012-11-04,65.42857142857143,44,2012,TX,Dallas
2012-11-11,65.64285714285714,45,2012,TX,Dallas
2012-11-18,50.92857142857143,46,2012,TX,Dallas
2012-11-25,60.285714285714285,47,2012,TX,Dallas
2012-12-02,60.57142857142857,48,2012,TX,Dallas
2012-12-09,60.0,49,2012,TX,Dallas
2012-12-16,49.785714285714285,50,2012,TX,Dallas
2012-12-23,53.357142857142854,51,2012,TX,Dallas
2012-12-30,35.92857142857143,52,2012,TX,Dallas
2013-01-06,42.0,1,2013,TX,Dallas
2013-01-13,48.57142857142857,2,2013,TX,Dallas
2013-01-20,44.357142857142854,3,2013,TX,Dallas
2013-01-27,54.92857142857143,4,2013,TX,Dallas
2013-02-03,55.642857142857146,5,2013,TX,Dallas
2013-02-10,60.0,6,2013,TX,Dallas
2013-02-17,48.42857142857143,7,2013,TX,Dallas
2013-02-24,49.92857142857143,8,2013,TX,Dallas
2013-03-03,48.142857142857146,9,2013,TX,Dallas
2013-03-10,56.57142857142857,10,2013,TX,Dallas
2013-03-17,59.714285714285715,11,2013,TX,Dallas
2013-03-24,55.42857142857143,12,2013,TX,Dallas
2013-03-31,57.214285714285715,13,2013,TX,Dallas
2013-04-07,58.357142857142854,14,2013,TX,Dallas
2013-04-14,63.285714285714285,15,2013,TX,Dallas
2013-04-21,65.92857142857143,16,2013,TX,Dallas
2013-04-28,61.92857142857143,17,2013,TX,Dallas
2013-05-05,62.785714285714285,18,2013,TX,Dallas
2013-05-12,69.42857142857143,19,2013,TX,Dallas
2013-05-19,75.78571428571429,20,2013,TX,Dallas
2013-05-26,75.42857142857143,21,2013,TX,Dallas
2013-06-02,79.21428571428571,22,2013,TX,Dallas
2013-06-09,77.28571428571429,23,2013,TX,Dallas
2013-06-16,84.28571428571429,24,2013,TX,Dallas
2013-06-23,83.14285714285714,25,2013,TX,Dallas
2013-06-30,87.21428571428571,26,2013,TX,Dallas
2013-07-07,81.57142857142857,27,2013,TX,Dallas
2013-07-14,87.57142857142857,28,2013,TX,Dallas
2013-07-21,81.21428571428571,29,2013,TX,Dallas
2013-07-28,85.42857142857143,30,2013,TX,Dallas
2013-08-04,90.0,31,2013,TX,Dallas
2013-08-11,90.5,32,2013,TX,Dallas
2013-08-18,82.07142857142857,33,2013,TX,Dallas
2013-08-25,86.21428571428571,34,2013,TX,Dallas
2013-09-01,88.28571428571429,35,2013,TX,Dallas
2013-09-08,86.92857142857143,36,2013,TX,Dallas
2013-09-15,85.5,37,2013,TX,Dallas
2013-09-22,79.5,38,2013,TX,Dallas
2013-09-29,77.42857142857143,39,2013,TX,Dallas
2013-10-06,75.5,40,2013,TX,Dallas
2013-10-13,72.92857142857143,41,2013,TX,Dallas
2013-10-20,61.714285714285715,42,2013,TX,Dallas
2013-10-27,63.42857142857143,43,2013,TX,Dallas
2013-11-03,64.35714285714286,44,2013,TX,Dallas
2013-11-10,58.5,45,2013,TX,Dallas
2013-11-17,58.285714285714285,46,2013,TX,Dallas
2013-11-24,50.57142857142857,47,2013,TX,Dallas
2013-12-01,45.142857142857146,48,2013,TX,Dallas
2013-12-08,42.5,49,2013,TX,Dallas
2013-12-15,36.785714285714285,50,2013,TX,Dallas
2013-12-22,50.0,51,2013,TX,Dallas
2013-12-29,42.142857142857146,52,2013,TX,Dallas
2014-01-05,41.285714285714285,1,2014,TX,Dallas
2014-01-12,45.0,2,2014,TX,Dallas
2014-01-19,49.785714285714285,3,2014,TX,Dallas
2014-01-26,45.57142857142857,4,2014,TX,Dallas
2014-02-02,42.285714285714285,5,2014,TX,Dallas
2014-02-09,34.714285714285715,6,2014,TX,Dallas
2014-02-16,46.42857142857143,7,2014,TX,Dallas
2014-02-23,60.0,8,2014,TX,Dallas
2014-03-02,49.714285714285715,9,2014,TX,Dallas
2014-03-09,43.357142857142854,10,2014,TX,Dallas
2014-03-16,57.92857142857143,11,2014,TX,Dallas
2014-03-23,57.714285714285715,12,2014,TX,Dallas
2014-03-30,59.857142857142854,13,2014,TX,Dallas
2014-04-06,64.5,14,2014,TX,Dallas
2014-04-13,67.42857142857143,15,2014,TX,Dallas
2014-04-20,59.57142857142857,16,2014,TX,Dallas
2014-04-27,73.92857142857143,17,2014,TX,Dallas
2014-05-04,67.57142857142857,18,2014,TX,Dallas
2014-05-11,77.0,19,2014,TX,Dallas
2014-05-18,69.07142857142857,20,2014,TX,Dallas
2014-05-25,78.64285714285714,21,2014,TX,Dallas
2014-06-01,77.35714285714286,22,2014,TX,Dallas
2014-06-08,83.5,23,2014,TX,Dallas
2014-06-15,79.71428571428571,24,2014,TX,Dallas
2014-06-22,84.07142857142857,25,2014,TX,Dallas
2014-06-29,81.5,26,2014,TX,Dallas
2014-07-06,83.57142857142857,27,2014,TX,Dallas
2014-07-13,87.21428571428571,28,2014,TX,Dallas
2014-07-20,78.57142857142857,29,2014,TX,Dallas
2014-07-27,87.71428571428571,30,2014,TX,Dallas
2014-08-03,80.28571428571429,31,2014,TX,Dallas
2014-08-10,89.21428571428571,32,2014,TX,Dallas
2014-08-17,85.21428571428571,33,2014,TX,Dallas
2014-08-24,87.5,34,2014,TX,Dallas
2014-08-31,85.78571428571429,35,2014,TX,Dallas
2014-09-07,86.0,36,2014,TX,Dallas
2014-09-14,77.5,37,2014,TX,Dallas
2014-09-21,81.5,38,2014,TX,Dallas
2014-09-28,76.28571428571429,39,2014,TX,Dallas
2014-10-05,75.78571428571429,40,2014,TX,Dallas
2014-10-12,75.57142857142857,41,2014,TX,Dallas
2014-10-19,68.92857142857143,42,2014,TX,Dallas
2014-10-26,72.21428571428571,43,2014,TX,Dallas
2014-11-02,62.857142857142854,44,2014,TX,Dallas
2014-11-09,57.714285714285715,45,2014,TX,Dallas
2014-11-16,41.785714285714285,46,2014,TX,Dallas
2014-11-23,51.214285714285715,47,2014,TX,Dallas
2014-11-30,54.642857142857146,48,2014,TX,Dallas
2014-12-07,52.57142857142857,49,2014,TX,Dallas
2014-12-14,56.0,50,2014,TX,Dallas
2014-12-21,47.714285714285715,51,2014,TX,Dallas
2014-12-28,49.214285714285715,52,2014,TX,Dallas
2015-01-04,38.285714285714285,1,2015,TX,Dallas
2015-01-11,34.357142857142854,2,2015,TX,Dallas
2015-01-18,44.285714285714285,3,2015,TX,Dallas
2015-01-25,49.214285714285715,4,2015,TX,Dallas
2015-02-01,54.214285714285715,5,2015,TX,Dallas
2015-02-08,45.42857142857143,6,2015,TX,Dallas
2015-02-15,56.214285714285715,7,2015,TX,Dallas
2015-02-22,47.142857142857146,8,2015,TX,Dallas
2015-03-01,32.214285714285715,9,2015,TX,Dallas
2015-03-08,40.142857142857146,10,2015,TX,Dallas
2015-03-15,56.42857142857143,11,2015,TX,Dallas
2015-03-22,62.357142857142854,12,2015,TX,Dallas
2015-03-29,64.78571428571429,13,2015,TX,Dallas
2015-04-05,66.5,14,2015,TX,Dallas
2015-04-12,69.57142857142857,15,2015,TX,Dallas
2015-04-19,65.14285714285714,16,2015,TX,Dallas
2015-04-26,65.78571428571429,17,2015,TX,Dallas
2015-05-03,64.5,18,2015,TX,Dallas
2015-05-10,73.35714285714286,19,2015,TX,Dallas
2015-05-17,70.21428571428571,20,2015,TX,Dallas
2015-05-24,70.21428571428571,21,2015,TX,Dallas
2015-05-31,70.14285714285714,22,2015,TX,Dallas
2015-06-07,78.35714285714286,23,2015,TX,Dallas
2015-06-14,82.57142857142857,24,2015,TX,Dallas
2015-06-21,81.78571428571429,25,2015,TX,Dallas
2015-06-28,83.78571428571429,26,2015,TX,Dallas
2015-07-05,84.71428571428571,27,2015,TX,Dallas
2015-07-12,84.35714285714286,28,2015,TX,Dallas
2015-07-19,87.57142857142857,29,2015,TX,Dallas
2015-07-26,88.78571428571429,30,2015,TX,Dallas
2015-08-02,89.42857142857143,31,2015,TX,Dallas
2015-08-09,91.57142857142857,32,2015,TX,Dallas
2015-08-16,88.78571428571429,33,2015,TX,Dallas
2015-08-23,83.28571428571429,34,2015,TX,Dallas
2015-08-30,85.85714285714286,35,2015,TX,Dallas
2015-09-06,86.07142857142857,36,2015,TX,Dallas
